text,review
"  IDK...just seems all the ""Oscar"" nominated movies were so sad this year... :(",2
"  Great movie in showing what some go through in day to day life growth, challenges and change. Drama, suspenseful at times, several wow moments and several aww moments. I'd watch it again ????",5
  Dragged in a little bit but this is a story of a situation I haven't even considered before let alone watched.,4
  I see why it won an award ????,5
  Outstanding and touching!,5
"  Moonlight compels me to give it 5 stars. Upon finishing the film, I didn't really understand completely what I had just witnessed, it's definitely one of the most provokingly sensitive and probing looks in at an anonymous character's existence and the details that frame his perspective are so distinct and delicate that it's charming throughout. Moonlight is incredibly tragic and a film that feels needed in the LGBT community as well as the general film community. Both independent and inclusive, Moonlight is fascinating, marvellously acted and generously proportioned in both feeling and thought. It's definitely a film that is hard to describe and the brilliant acting capabilities from all three men who play the title character are breathtaking and so so haunting that the film stays with you long after it ends. I can't say if it fully deserved the Best Picture Oscar this year as I haven't seen the other entrants, however it is definitely deserving of any praise that it receives.",6
  a bit heavy but still a good movie,4
  I regret the time I wasted watching this movie,0
  A very thought provoking film. Well written and acted.Lots of uncomfortable silences throughout the film that force your mind into thinking for yourself.,4
"  Gay stories are severely lacking in cinema and when gay characters do exist, they're rarely done justice, commonly portrayed as sidekicks or stereotypes. But Moonlight, by indie African American director Barry Jenkins, is an extraordinary coming of age drama that lays the struggles of one gay man front and centre, while asking difficult and open ended questions about the nature of masculinity and sexuality in African American culture, issues rarely explored on the big screen.The story, based on Tarell Alvin McCraney's play In Moonlight Black Boys Look Blue, chronicles the life of a young black man from childhood to adulthood as he struggles to find his place in the world growing up in 'da hood'. It is a heartbreaker of a film, incredibly moving and of staggering depth and subtlety, a coming of age drama both specific in its subject while universal in its theme.The narrative has a triptych structure. Across three moments in the life of its main character, Chiron (played by three different actors), it communicates how difficult it is if you are black and gay in a community in which masculinity is strictly defined and demanded.This story of an impoverished life of a young, gay black American is full of powerful performances from its cast. The style of the film demands that much is conveyed with no dialogue and its extraordinary performances meet the challenge.Trevante Rhodes and Mahershala Ali are both outstanding, and it's a stunning turn by André Holland. The film is also dazzling, visually intoxicating cinema, sensually and mesmerically shot. It has incredible flow moving easily between the desperate events without ever seeming merely episodic. A symphony in three acts, Moonlight is at once a vital portrait of contemporary African American life and an intensely personal and poetic mediation on gay identity, family, friendship and love. Moonlight is a sublime achievement and a groundbreaking piece of cinema. And a richly deserved awards winner.",5
  Very disappointing after the reviewers hype. It may be a sensitive story but over long and dull. Did not deserve the oscar counting figures and la la land were much better.,2
"  Maravillosa, emocionante, todos los Oscars de los últimos años se merece.",5
  This was a great cinema experience but left thinking there was too much imagery (water etc) and not enough plot. At times more like a piece of art than a film. Call me a heathen.,4
  WEAKEST FIGHT SCENE EVER!!! LOL Really slow moving and boring movie. Me no like,1
  Amazing movie that covers so many subjects. Every actor that played the lead role was very good. The movie as a whole presented as very vulnerable,5
  This is a good movie. Cant find a flaw with it.,4
"  This poetic film that chronicles three stages in the life of a black kid (eventually teen and adult in each respective chapter) who struggles in his coming of age, dealing with his addict mother as well as his own sexual identity. It's a well made, and subtle, film that grapples with it's subject matter with maturity and beauty and sorrow.",4
  Extremely boring and disappointing for and oscar winning film. Good story but could not get any connection with main character as he was so dry and emotionless.,1
"  Raw, powerful and emotional. The acting really made the audience feel the desperation and hopelessness of growing up in that environment.",4
  Best movie I've seen in years! It was moving. Beautiful portrayal of nurturing masculinity. You will fall in love with this movie.,5
  Strong performances and hypnotic cinematography bring to life a film about self-discovery.,4
  Phenomenal. The closest thing to a masterpiece that I have seen in the past year.,4
  OPERATIC BEAUTY AND SADNESS,4
"  Even though Moonlight is a very very sad and touching movie, it still has no such kind of meaningful meaning, watching a few guys having a bad and miserable life doesn't show us anything useful. Highly Overrated!. Not Best Picture quality.",1
  Boring. Can't trust critics rating. Never trust what the oscars say about movies. Waste of time watching this movie.,0
  Saw the movie after it won Best Picture. Is it a good film? Yes. Is it the best film I saw out of all that was in the category? No. However it is a good story and I did enjoy Ali's performance.,4
  a thoughtful black gay romance. winner indeed.,4
  Nothing clever to say here. This is a great movie. A meaningful and honest movie. Both brutal and beautiful. Watch it. Just watch it.,5
  Still trying to find out how this won awards. Very disappointing movie.,0
"  A film not overly obsessed with dialogue but instead setting a mood with music and visuals; allowing the audience to see things as the protagonist is seeing and feeling things. Moonlight is not only a story for a gay audience to relate too but also for anyone who has experienced bullying, family struggles, minorities, growing pains, and life mistakes and struggles. A beautiful film that if given a chance can make us all feel a bit more compassionate and understanding towards the differences of others.",5
"  I can't believe this won best picture. Started off good but worsened as it went on, only to find this movie is a story about a gay man...smh disappointed.",1
  Definitely one of the Oscar front runners. Was a little slow at times and the ending could have been more seamless. Still one of the best of 2016. The acting was phenomenal.,5
  What a snooze-fest. Yawn!!!,0
  Barry Jenkins most certainly makes a name for himself. The drama takes its time while maintaining a watchable pace. Feels like a film the indie boom of the '90s forgot to include.,4
"  A gripping and emotive story which moves quickly enough to ensure the audience are not left wanting for more 'action' from the, otherwise, fairly dry storyline. Excellent soundtrack, fantastic acting performances from all incarnations of the protagonist.",5
"  This was a very boring movie, depressing and too dark, too many Long lingering head shots, I couldn't wait to leave the cinema....!!! Save yourself 10 bucks DON'T GO..",0
  stunning film! beautiful color tones & music.,5
"  This movie was even better than I hoped, even though I didn't see it until the buzz had built up my expectations for quite some time.",5
"  A beautifully deep, authentic movie. Gorgeous film, expertly acted. Provoking. Mahershala Ali is a superb actor -- and this is some of his most honest work. Which is saying something.",5
  Movie sucks! How the hell it won a Oscar beats me! Smdh,1
  Everything Boyhood wanted to be but better,4
  confusing just like the characters in the movie,1
"  it earns its best picture win with strong performances, and an understanding of its characters without judgement. Powerful from beginning to end.",5
"  This hands down, has to be one of the worst films I have ever watched. It will be the last time I ever watch a film based on the Tomatometer rating alone. It had little or next to no compelling, interesting story whatsoever. It was edgy, you don't know what is going to happen and you're waiting for something bad to happen, in the end nothing at all happened. Absolute load of rubbish.",1
  An amazing perspective of a person who grew up in an environment that doesn't understand and tries to bury the feeling that person has. Story like this can be applied to many other situations all around the world and doesn't have to be about being gay or black it can be about anyone who is forced to changed because of the surroundings.,4
  Disappointing. The most boring Oscar winner I've ever watched. @valeriacoelhochutrau #boring,0
"  Everything, that's wrong with today's world rolled into one is this atrocity winning ""Best Picture"". It seems, that everyone has forgotten, what ""cinema"" is about.",0
  We watched this last night and it was an interesting drama about the struggles of some people.,4
  Not really sure what all the fuss was about,2
"  Moonlight's excellent structure in storytelling, its powerful performances and thematic vision really emphasizes the film's sense of self-discovery. A unique presentation, filled with a superb use of music, colors, cinematography, and combined with its sheer drama makes this a monumentally notable tale of a lifetime that audiences can empathize with. 4/5",5
"  Moonlight was a challenging yet important task for the film industry- it confronted difficult social situations and brought light to the complex and confusing times of adolescence. Its attention to nuance both in script and in cinematography was what made the movie the large success that it was. Additionally, It was an especially important moment for African Americans in film, as it offered many important roles (and subsequent award nominations) to this minority, as they empowered the black identity as well as the homosexual identity- important on their own, and at their intersection.Katherine Fox, May 2017Freeman School of Business/ Tulane University",5
"  Pacing really hurts this one, loved Ali's acting but other than that a movie that doesn't try enough to make you feel the pain of the main character. I was disappointed, don't know how this film beat the likes of Hidden Figures, Fences, or La La Land.",2
"  I didn't really want to see this film, but after it won picture of the year, I figured I had to give it a try. Yes the performances are great, and the cinematography is beautiful, but besides that, I could not get invested in the story. It seems so many of the award winning films have too many slow moving scenes and are not movies I would want to watch again.",2
  So boring. I had to watch it at 2X speed to make it through. I can't understand all the hype for this movie. The Oscar definitely should have gone to Deadpool.,1
"  I did not want to buy into the Oscar hype, but this was a really good movie. I know the basic plot going in. Closeted gay black man's life in three phases of his life. It was very well written and acted. I agree with Mahershala Ali's Oscar win. He has been one of my favorite actors already but the scene when he is asked if he was a drug dealer......Yo!!! Powerful. This is the second movie I have watched recently that showed a life I pitied. Definitely worth checking out.",4
"  Moonlight is directed and written by Barry Jenkins, and it stars Trevante Rhodes, André Holland, Janelle Monáe, Naomie Harris, and Mahershala Ali in a coming-of-age drama about the three stages of life from Chiron which are from the time when he was a little kid, teenager, and adult in terms of his sexual identity and what he has to deal with. For my third film in the Academy Awards approach, I decide to watch this next because when I first heard of this, I didn't take notice to it without even knowing what it's about, and when it starts getting high positive reviews which ended up getting Best Picture from Academy Awards, got me very curious about it and decide to rent it. Turns out, I understand why it got Best Picture as it rightfully deserves it. The three actors that played Chiron which are Alex Hibbert, Ashton Sanders, and Trevante Rhodes are superb in this as they both give their different versions of the character, but still manage to have the same spirit of the same character, which makes it interesting to know that the director didn't want any of the actors for Chiron to meet each other after filming is done so that they don't imitate each other. Naomie Harris did a fantastic job being a drug addict that doesn't appreciate his son that I'm glad to see her get some recognition, even Mahershala Ali who was not in it that much, but still left an impact on the film that I'm glad that he won an Oscar for it. The three stories of Chiron's life are equally so investing to watch of how this kid is going through his sexual identity when he doesn't know how to deal with it, which her mother doesn't help with the situation, and is very well-written by Barry Jenkins. The cinematography by James Laxton is well done that the shots have purpose of the scenes that it's showing. The score by Nicholas Britell is beautiful with the violin scenes, and when there's is an actual song, it fits with the scene, and it doesn't feel like it's a way to get a paycheck out of it. I didn't really know where it's leading, especially when it gets to the next story, and the way it's portrayed in this in terms of coming-of-age films, it's quite special and very refreshing in its way that does it a bit similarly to Boyhood, but puts the character in a horrible situation in the slums. There are great moments that are just satisfying to watch multiple times, and the diner scene is really heartfelt and natural that you felt like you were there with him after all the things that he had to go through. Moonlight is a masterpiece that I'm glad I got to notice Barry Jenkins as a director/writer and can't wait to see him do his next film that's about The Underground Railroad.",5
"  Slow, overlong and predictable. Acting was top notch but could not sustain my interest to the end. No idea why it has been getting such amazing reviews.",2
"  If I could rate this movie with negative stars I would. This is the epitome of a movie that is a darling of the critics and simply falls flat for most viewers. My wife quit less than a third of the way through it. A movie to me is used to educate, entertain and make you feel. This simply plodded along for an hour and fifty minutes with not much to offer.",0
"  This movie is shout out to rid the #Oscarsowhite hashtag. Not to take away from the movie, it probably was not best movie deserving. The acting was powerful and the art of storytelling was sincere to a fault. Character development was fantastic. But the movie lacked innovation in filmmaking and I wasn't too happy with the handheld camera work.",4
  Excellent film!! Great acting!,4
"  Amazing movie. Really conveys an amazing message, or more like a reminder. Life is not always how we imagine it and Barry Jenkins shows us an amazing story. One that could be happening out there today, right now. It blows your mind in ways. Also, must add that it was such a pleasure to watch this film. Makes me believe cinematography is not dead...we need more movies like this. The scenes were amazing, lighting was awesome and the music choices are on point too. Moments of silence in the movie spoke louder thn any monologue or dialogue I've seen. Thank you Mr. Jenkins.",5
  not much really happens and not very groundbreaking. hugely overrated but still better than La La Land.,2
  We just saw Moonlight and were very disappointed. Not the best film of the year. Both La La Land and Manchester By ThSeacwere far better! Was the fix in at the Oscars?,0
  Beautifully done ! (No homo),4
  Naome Harris (the drug addicted mother) and Mahershala Ali (the drug dealer) were awesome. I just wished the writers had kept them in the second half of the movie. Instead the producers concentrate more on the relationship between the two guys. Boring as hell. I fell asleep.,2
"  My opinion---I can already say that I discovered a magnificent film if any, I really liked this film and the depth that it released felt it all along on a subject how often worked, Barry Jenkins ""Médecine pour Mélancolie- (2008)"" might have fallen into the cartoon, but he did very well with this beautiful dramatic story, divided into three parts: childhood, adolescence and adulthood. This film also denounces the wickedness of young people to the difference and the impact they will have on their lives, and Moonlight will not deviate from the rule: a violent father, a prostitute mother and finally the drug and Violence to crown it all. When you read these adjectives, you will quickly understand in what atmosphere the film will lead you, you transpose this one to two young black Americans, you will tie the whole with a great friendship between these two personages who will pass through the childhood, the adolescence And then the adulthood, the whole will be carried out in a great complicity and a great modesty. The realization of Barry Jenkins is perfect, the scenario although already folded is nevertheless superb, the proof, it obtained the oscar of the The three actors who play the respective roles of childhood to adulthood are wonderful in their interpretation and give even more depth to the film. The images are absolutely magnificent and the shots are chosen with great accuracy. Moreover, he has made a magnificent atmosphere to the film, which makes it even stronger, it is a powerful work and will not spread But by marrying all these sets that will make this film beautiful, there is of course a position on the subject of sexuality (homosexuality itself) but the subject is treated with great modesty and this Film will be even more beautiful having been treated this way by Barry Jenkins. To finally arrive at the music of the film, wonderful and which will accompany each emotion in the film: ""The Middle of the World"" by Nicholas Britell (Moonlight Soundtrack). In conclusion: I can say that I discovered a magnificent film with incredible emotions, saying that it deserved the Oscar in relation to ""La La Land"" there, I'm sure, but I also loved, "" You will not kill ""and"" Fences ""two who would have largely earned the Oscar for best film. This is a wonderful film that I advise to see for all the positives detailed in my review",4
"  Naomi's Harris is absolutely stunning, what I don't understand is how did Mahershala Ali win a Oscar for only being in the film for 25 minutes and yet I don't even know how he die. Moonlight is just about what people of color that lives though poverty has to go through. Especially being a person of color that is gay, you will go through a lot. I give credit to Barry Jenkins who did a great job directing the film. Hopefully this is a life lesson, no matter who you are, the color of your skin, don't give up. Life goes on and it is okay to be LGBT because that is who we identify as now.",4
"  Moonlight was one of the best films I've seen in a while! They took the time to develop the characters, and I really enjoyed the story. The acting was also superb! It was different and refreshing!Some people walked out the movie during certain scene, and that was distracting, but it's their loss. They missed out on an excellent movie!",5
  Beautifully shot with a story that shows a side of the society we normally don't see. Truly deserving of the best film academy award.,5
"  Moonlight builds its main subject with substance-filled chapters, acted by brilliant and compelling actors, in a rare fascinating story while dealing with difficult issues, race and sexuality, while fighting the pressures of life.This is Director Barry Jenkins' first Oscar Award winning piece, but before this, he's already known for his style, for he fills the silver screen with detailed masterpieces apart from it being visually captivating. He doesn't do movies for the visual pleasures, there's always a story behind every angle of his film.Moonlight is divided into three chapters, all with the lead being performed by three different actors whom all provided a soul to their character, Chiron.The first part is titled ""Little"", which entails Chiron's isolation as a kid, for different reasons like bullying and his mother being a crack addict. The second called ""Chiron"" where, in his adolescent years, began to question or be curious of his sexuality, and still the bullies in school that made his inner beast came to life. The third is ""Black"", a full grown Chiron, who is now a drug dealer, following the footsteps of his mentor Juan (Mahershala Ali).Moonlight is so grounded in its character development, but it never went dull. Every scenes is based on the character's perspective, which is filled with searing emotions all throughout without focusing other than its subject matter.  Moonlight builds its main subject with substance-filled chapters, acted by brilliant and compelling actors, in a rare fascinating story while dealing with difficult issues, race and sexuality, while fighting the pressures of life.This is Director Barry Jenkins' first Oscar Award winning piece, but before this, he's already known for his style, for he fills the silver screen with detailed masterpieces apart from it being visually captivating. He doesn't do movies for the visual pleasures, there's always a story behind every angle of his film.Moonlight is divided into three chapters, all with the lead being performed by three different actors whom all provided a soul to their character, Chiron.The first part is titled ""Little"", which entails Chiron's isolation as a kid, for different reasons like bullying and his mother being a crack addict. The second called ""Chiron"" where, in his adolescent years, began to question or be curious of his sexuality, and still the bullies in school that made his inner beast came to life. The third is ""Black"", a full grown Chiron, who is now a drug dealer, following the footsteps of his mentor Juan (Mahershala Ali).Moonlight is so grounded in its character development, but it never went dull. Every scenes is based on the character's perspective, which is filled with searing emotions all throughout without focusing other than its subject matter.  Moonlight builds its main subject with substance-filled chapters, actedby brilliant and compelling actors, in a rare fascinating story whiledealing with difficult issues, race and sexuality, while fighting thepressures of life.This is Director Barry Jenkins' first Oscar Award winning piece, butbefore this, he's already known for his style, for he fills the silverscreen with detailed masterpieces apart from it being visuallycaptivating. He doesn't do movies for the visual pleasures, there'salways a story behind every angle of his film.Moonlight is divided into three chapters, all with the lead beingperformed by three different actors whom all provided a soul to theircharacter, Chiron.The first part is titled ""Little"", which entails Chiron's isolation asa kid, for different reasons like bullying and his mother being a crackaddict. The second called ""Chiron"" where, in his adolescent years,began to question or be curious of his sexuality, and still the bulliesin school that made his inner beast came to life. The third is ""Black"",a full grown Chiron, who is now a drug dealer, following the footstepsof his mentor Juan (Mahershala Ali).Moonlight is so grounded in its character development, but it neverwent dull. Every scenes is based on the character's perspective, whichis filled with searing emotions all throughout without focusing otherthan its subject matter.",4
  waste of my life I can't get back,0
"  This movie sucks and so does Hollywood's opinion of a great movie. Made it about fifteen minutes before I wanted to rip my own face off out. Can't help but to think they were awarded best picture for their race. In any case, cheers to you for your award but your movie is horrible.",1
  Looking forward to seeing this movie. Waited a long time for it to play in our area. What a disappointment. Can't believe it won best picture.,0
"  2.5/5 stars. This movie told an important story, but I'm not sure it translated that well from the play to the film. It was very slow and just when a storyline would pick up and get interesting, then the plot would shift to a new time period and slow down to a crawl again.",2
  A theatrical experience,5
  Execellent movie!!!!!,5
  what a beautiful movie...confusing and sensible at the same time. nothing like anything I've ever seen and will be hard-pressed to experience something like it again sadly.,5
"  I am not just reviewing this movie because it won the Oscar a few weeks ago, even if that is one reason. ""Moonlight"" is a wonderful film that is a coming of age story about an African-American man who is bullied for being gay. It is hard to describe the plot in a sentence or two, but I can tell you the movie is told in three different parts, one as a kid, teen and a grown man. The boy's name is Chiron, and his mother(like many at the time) was a crack-addict and would never give Chiron the love he needed. Chiron, as a young boy, met a friendly drug dealer and his girlfriend, who are the only ones sharing affection with him. The dealer, Juan, and his girlfriend take care of him by feeding him, and letting him spend the night on occasions. As he grows up, Chiron gets bullied even more, and it almost seems as everything gets worse. Having trouble with his identity, he meets a troublemaker named Kevin who actually has feelings for him, and they experience sexuality. But of course, there are always more conflicts for him to experience. When a grown man, he becomes someone else, not who the real, ""little"" Chiron is. ""Moonlight"" is a hard movie to watch at many parts, including the second act. It is also hard to relate to these characters, bullied, black, gay and surrounded by drugs. The real reason why this movie is so emotional, so captivating is because of the incredible performances by ALL, and the WONDERFUL directing from Barry Jenkins. I left this movie crying, because at the end it's almost like a fill in the blank, you have to understand from what Chiron has gone through, and how he turns out. Many people dislike this movie, to be mean towards black people, and I assure you, if no one told me or you this had an all-black cast, you wouldn't notice. Rated R.",5
  This move was awful! Might be the worst movie I've ever seen. What was the point of this movie??? To find out the kid likes men. The story line sucked!!!,0
  One of the best movies of all time.,5
"  The story is compelling, painting a picture of lives in struggle against strong themes. The musical score envelopes the story and brilliantly heightens the emotion of scenes. In spite these things and strong, gripping performances by the actors, the movie falls victim to itself and incredibly slow pacing.",2
  /A-/ An extremely well-crafted film. Deserving of the praise it is receiving.,4
  La La Land got robbed. This movie is really just not that interesting.,1
"  I found it slow in parts and a little predictable, although I liked the edginess of the main character and the acting was believable.",2
"  A movie about life, growing up, but above all, defining yourself. It revolves around what Juan says : ""At some point, you gotta decide for yourself who you're going to be. Can't let nobody make that decision for you.""",4
"  Moonlight is a powerful and beautiful metaphorical film about identity and intense human emotion. It allows you to enter and follow a life that many have never considered living. The plot is very tasteful and mature, the acting is superb all around, and the cinematography is exquisite - enough to form empathy, understanding, and art. Rating: 8.1/10",4
  This movie is a horrible waste of your valuable time. Makes me want the last 3 hours of my life back.,0
  A poignant and heartbreaking story of love and growing up told from a perspective we haven't seen a lot in movies.,5
  Highly Disappointed. Not worth spending your time on this movie.,0
"  Well shot, but overrated. I don't mind a human story but nothing barely happens here.",2
  A realistic eye opening view on the life in the inner city and how you're treated if you're different.,6
"  Utter rubbish!!! Including travel time, that was 2.5 hours of my life I wish I could get back!!!",0
"  Berührendes & inszenatorisch sehr intimes Außenseiterporträt über Erwartungen, Menschlichkeit und Vorurteile.",4
  Best rim I've seen in a long time brilliant acting,5
"  Well, this is probably one of the most overhyped films I've come across. The premise is excellent and it could have really pushed a lot of boundaries, but the whole experience was just shallow. For a film based solely off the idea of a character study, the character in question was just flat-out boring. There was no depth to him at all at any of the three stages of his life. Making a character gay and having that as the main premise doesn't make a character interesting, but even the handling of his sexual orientation was rubbish. There was no commentary on it whatsoever, and there wasn't even any chemistry between him and the man he was supposed to be in love with. With a film broaching deep topics such as a growing up black slums amongst crime, with an abusive parental upbringing and being beaten around for being gay, the film just tip toes through these things without offering any real breadth. It never gets its hands dirty. Oh, and the ending was just plain shocking. You sit through two and a half hours of a character study and the film won't even give a proper conclusion to the character in question? Terrible. 2 stars because the cinematography was interesting, as was the music.",2
"  An ordinary story of a poor black boy growing up and fallen into crime. no plot, no great scenes or moral... NOT THE MOVIE OF THE YEAR...",2
  A beautiful film that portrays a much needed story in today's society that is still quite overhyped. Felt far too short considering the subject matter and story plays it a little loose & safe. Wish it just offered..... more.,4
  Negative 5 review. Horrible movie!,1
  Enjoyable. The story drew me in and I liked seeing him change as he grew up. I was a little disappointed in the ending but overall a good picture.,2
"  This movie really choked me up at the end, but it hit me most about 30 minutes later after I processed more of what had happened. I feel like the movie was beautiful and sad. Seeing how Chiron abandoned himself and transformed himself to fit a certain image in chapter 3 just really killed me. The other thing I noticed was with Kevin's character in chapter two with how he allowed his peers and his situation to shape his identity. You're doing yourself a disservice if you don't check this out.",4
"  Beautiful photography, great acting and casting. Hard and soulful at the same time. A story that needed to be told.",5
  I really lover this film. It was beautifully filmed and so well acted. Such a poignant display of love and conflict.,4
"  TERRIBLE, TERRIBLE: TERRIBLE....Academy awards got this SOOOOOO wrong.",0
  How did this even get nominated?,0
"  There is a lyrical quality about 'Moonlight'. The central character, Chiron, grows from young boy to young man in a pool of loneliness. He changes and changes himself externally but remains the same inside. Do we all remain, essentially, who we have become by the time we are twelve? A good film. Watch it.",5
"  Moonlight disappointed me, primarily because it could easily have been a much better movie Director Barry Jenkins takes the main character, Terence, beyond brooding, alienated, and painfully withdrawn... all the way to boring. We were deprived of Best Supporting Actor Oscar winner Mahershala Ali's outstanding acting only 10-20% of the way through the story and - along with it - an abrupt end to the first of many story lines. The cast (other than Ali) did not provide compelling performances, too many ideas and characters were never developed, and perhaps the only truly unique twist to the central theme was that the main character was gay. Even many influences of the latter were never well-explored.Taken together, these are the main reasons why I thought Moonlight was an interesting concept and story, but could have been a much better movie.By way of comparison, my standard reference for the theme of Black children coping with desperate inner city environments, devoid of hope, is the 1994 film ""Fresh"". We could quibble about differences in details between the two movies, but everyone from the writers to the director to a young Sean Nelson (supported by Samuel L. Jackson and others) did a better job than did their Moonlight counterparts. Fresh - as a story - certainly had at least one distinct advantage. Unlike Moonlight, which ended with a quasi-cliche sense that a kid with Terence's reality will become a victim of his environment (except for the resolution of his long suppressed homosexuality), Fresh offered a very interesting perspective on how a kid might be able to do better than that... even if he cannot escape his environment.I do not understand how Moonlight could have been voted Best Picture because, not only do I think it was not, I do not consider it even among the best 2016 films focused on the lives of African Americans.Fresh was ahead of its time and - for what it is worth - if both films had been released in 2016, I believe far more Best Picture Oscar votes would have been garnered by Fresh than Moonlight.",0
  Superbly directed and acted.Wasn't expecting the mid plot. Did slow down at the end but overall very good and a worthy winner of best picture oscar.,4
"  sorry but when something wins best picture it must live up to high expectations, and for me this movie just didn't. It dealt with really controversial themes and there was some really good acting. However this was just a boring movie and I feel it's rating is more political than anything. Come back in ten years time and it won't have the legs.",0
  Best Movie..sad subject....but well acted and directed...,5
"  BORING, worst movie I saw in the last year. What a stinker",1
"  1/2, only because I can't give 0",0
  The Number 2 in my Top 15 Movies Of The Year!The direction and perfomances in this movie make history!,5
  poisoning and amazing movie,0
"  Well done, surprised the kid was not nominated for awards.",4
  Shocked that this movie won the Oscar. Not at all impressed.,2
"  I don't know this movie won best picture, it was total caca. And Mahershala Ali winning best supporting actor? he was the worst actor to ever play a ""Cuban"" in my life. Hollywood threw a bone this year to make people stop boycotting their shows, horrible! I am sad because I wanted to enjoy this movie so bad being that its a gay love story shot in Miami. but it was truly terrible.",2
"  I know why it is relevant, I know why it is praised, and I know it is not my kinda movie.",1
  heart breaking and moving,5
  Sorry as usual top critic movie not worth the viewing time.,1
"  Moonlight beautifully encapsulates life's hardships with its well profound protagonist. Barry Jenkins direction is gorgeous to say the least, and the films story can be emotionally overwhelming at one point, and beautifully touching in the next. Moonlight is a work of cinematic splendor that will stick with viewers years to come.",5
"  Very nice directed, but not an influential film.",1
"  Beautiful story, excellent cinematography. Perfect from the beginning to the end. No wonder it won best movie of the year.",5
  This was a beautiful and heart-wrenching film.,5
"  I watched this movie expecting a deep engaging story but ended up with questions never answered, no connection with the characters and a strong feeling of How the hell was this movie even mentioned in the Oscars.",0
  Why didn't they finish the movie?,2
"  Humanizes drug dealers, through their personal realization of their sexual orientation, to a level that seems to excuse their menacing behavior. There is a disregard for how the generational cycle of poverty and violence is supported by the main character's decisions.",1
"  Interesting characters, just not my style. No story arcs.",2
"  Silence as a tool, emotions as a guide. A masterpiece.",5
"  Liked it, didn't love it. The performances, however, were outstanding. Especially the actors who portrayed Chiron...they were fantastic.",4
"  This isn't a movie, it's a series of scenes that will make you feel feelings, but lack any cohesiveness. I really didn't think there was anything memorable about it. A lot of people say they loved this movie, but nobody is ever going to watch it twice",0
  great lessons are taught in this movie great movie,5
"  Moonlight understands the power in the unspoken. There is so much beauty and meaning packed into the subdued moments, the patient close-ups. There are no twists here, no shocking moments, but the profound humanity in Moonlight makes it truly memorable",4
"  A good film. Just not 'Best Picture' good. All the three actors portraying Chiron were amazing. Overall, I liked all the child & adult actors. According to me, there were some other nominees like 'Arrival' who were more deserving for the award.",4
  Amazing story telling on a topic that many still would find it hard to acknowledge. But the brave cast & crew make it really easy to take it in. It's slow & dark but extremely powerful. But is it the best film of the year? Not convinced enough. Nonetheless it is a cinema defining movie.,4
  One of the most powerful coming of age movies. A worthy Oscar winner.,4
"  Beyobd unbelievable that this could win Best Picture, as it probably the worst filmI have ever seen! If you want to see the Worst Picture of the year, this is the film for you!",0
  Brave and inspired original story... though not as flawless as I was led to believe given the accolades.,4
  I didn't care for this movie got bored half but truly 30 mins in,1
"  An intricate and fundamentally important piece of storytelling. The movie is raw, real edgy cinematic work and some stellar acting performances. This is a powerful plot with a beautiful but real back setting. Brilliant movie.",4
  Amazing movie of quiet moments that scream truth. Great acting and a visionary director.,5
  A slow-burner but v beautiful.,5
"  Incredible film. Not seen a film like this in a long, long time.",5
"  I don't understand how this won Best Picture. Hidden Figures was better, and La La Land should have been awarded Best Picture.",0
"  Moonlight is a great movie and One of the best movies I've seen all year, it's got great performances, great acting, a fantastic Scrip and story, and a score that is almost haunting and beautiful, moonlight is a perfectly executed character study of a young man discovering is homosexuality and himself in a way, there's so many great things about it, all the actors involved in this movie we're very invested in what role they were playing and what characters they were playing and own it, all the actors in the movie give the best performances I've seen all year, even the three actors who played Shyrone the main character in this movie do a fantastic job, mostly the film is really strung together by all the fantastic performances, if you're an aspiring writer then watch this movie and take notes, cause that's how you wright great characters, the only problem I have with the movie is the dream sequences in the movie but they weren't bad at all it's just an artistic decision I didn't agree with, it isn't an epic film that changed my life in any way, but for what it is, it's very very well done, it's the best character study that we have seen in years, it's basically personal preference for me giving it a 10/10, for me personally, it's a 9/10",4
"  Just saw Moonlight yesterday. Great acting, but have no idea how it won Best Picture over fantastic movies like Hidden Figures, Lion and Hacksaw Ridge.",2
  A combination of brutal & beautiful.,4
"  the plight of a gay boy becoming a man in one of the roughest places in Miami made for a phenomenal movie. The direction they decided to take the movie was the perfect artistic choice; one that I thought they weren't going to take, but I was pleasantly surprised with part 3 goin the direction it did.",5
"  Let's first admit that there is a major drift in the contemporary film industry between what good filmmaking is and what content might be, the global scene is confused as to what really makes a good movie, and momentary social, cultural and political influences make this confusion far worse, and it's because of this that a movie like Moonlight ever received any recognition in the first place.Technically, the film's reality is that it's completely amateurish, if I didn't know better I'd have thought it was a film school project at best, a screenplay that wants to say things but doesn't, a director who shoots whatever is available and moves to the next shot, and a horrible editing job that would be so bad even for a first draft it makes you lose any sense of pacing or story.Basically it's a movie with a very specific audience that might appreciate it, and unfortunately, the people working on the Academy Awards are part of that demographic, but the movie will always fail to be universal, not because of its setting or its character, people loved City of God and it was celebrated worldwide, while Moonlight will never be because of all of its mediocre elements that hinder it from being relatable, unless you're an American justice warrior who wants to capture the bold lines of a story about a poor gay black kid growing up as a headline with total disregard to what the movie really is.In 20 years, we'll look back and wonder how was it even possible for this mediocre piece to get half the recognition it received, because the momentary circumstances that lead to its acceptance would have changed, and that is not what cinema is about, cinema is meant to be universal and eternal, even if humanity as we know it has completely changed.",2
  The worst movie I've ever seen! what the hell was this ? and I don't know what the critics saw in this this... stupid movie!,0
